Gene,Annotation,Swiss-Prot Entry name,AC ,EcoGene accession number,Length ,Gene name and synonyms,b_num,jw_num
murQ,N-acetylmuramic acid 6-phosphate etherase,MURQ_ECOLI,P76535,EG14162,298,murQ; yfeU,b2428, JW2421
eutQ,Ethanolamine utilization protein EutQ,EUTQ_ECOLI,P76555,EG14190,233,eutQ; ypfC,b2460, JW2444
yphF,ABC transporter periplasmic-binding protein YphF,YPHF_ECOLI,P77269,EG13467,327,yphF,b2548, JW2532
yfhL,Ferredoxin YfhL,YFHL_ECOLI,P52102,EG13215,86,yfhL,b2562, JW2546
ygaV,putative HTH-type transcriptional regulator YgaV,YGAV_ECOLI,P77295,EG13524,99,ygaV,b2667, JW2642
yqaA,Inner membrane protein YqaA,YQAA_ECOLI,P0ADR0,EG13529,142,yqaA,b2689, JW2664
alaS,Alanine--tRNA ligase,SYA_ECOLI,P00957,EG10034,876,alaS; lovB,b2697, JW2667
norV,Anaerobic nitric oxide reductase flavorubredoxin,NORV_ECOLI,Q46877,EG12963,479,norV; flrD; ygaI; ygaJ; ygaK,b2710, JW2680
sdaB,L-serine dehydratase 2,SDHM_ECOLI,P30744,EG11623,455,sdaB,b2797, JW2768
ubiH,2-octaprenyl-6-methoxyphenol hydroxylase,UBIH_ECOLI,P25534,EG11324,392,ubiH; visB,b2907, JW2875
rdgB,dITP/XTP pyrophosphatase,IXTPA_ECOLI,P52061,EG12982,197,rdgB; yggV,b2954, JW2921
ygiD,"4,5-DOPA dioxygenase extradiol",YGID_ECOLI,P24197,EG11166,271,ygiD,b3039, JW3007
ygjP,UTP pyrophosphatase,UTPP_ECOLI,P42597,EG12727,167,ygjP; upp,b3085, JW5514
lpoA,Penicillin-binding protein activator LpoA,LPOA_ECOLI,P45464,EG12778,678,lpoA; yraM,b3147, JW3116
aroE,Shikimate dehydrogenase (NADP(+)),AROE_ECOLI,P15770,EG10077,272,aroE,b3281, JW3242
fic,putative adenosine monophosphate-protein transferase fic,FIC_ECOLI,P20605,EG10307,200,fic,b3361, JW3324
nikE,Nickel import ATP-binding protein NikE,NIKE_ECOLI,P33594,EG12079,268,nikE,b3480, JW3445
arsC,Arsenate reductase,ARSC_ECOLI,P0AB96,EG12237,141,arsC; arsG,b3503, JW3470
tag,DNA-3-methyladenine glycosylase 1,3MG1_ECOLI,P05100,EG10986,187,tag,b3549, JW3518
bisC,Biotin sulfoxide reductase,BISC_ECOLI,P20099,EG10124,777,bisC,b3551, JW5940
yiaA,Inner membrane protein YiaA,YIAA_ECOLI,P0ADJ8,EG11186,145,yiaA,b3562, JW3534
rsmG,Ribosomal RNA small subunit methyltransferase G,RSMG_ECOLI,P0A6U5,EG10376,207,rsmG; gidB,b3740, JW3718
rhaD,Rhamnulose-1-phosphate aldolase,RHAD_ECOLI,P32169,EG11866,274,rhaD; rhuA,b3902, JW3873
glpK,Glycerol kinase,GLPK_ECOLI,P0A6F3,EG10398,502,glpK,b3926, JW3897
zraP,Zinc resistance-associated protein,ZRAP_ECOLI,P0AAA9,EG11918,141,zraP; yjaI; zra,b4002, JW5546
dusA,tRNA-dihydrouridine(20/20a) synthase,DUSA_ECOLI,P32695,EG11932,345,dusA; yjbN,b4049, JW5950
tyrB,Aromatic-amino-acid aminotransferase,TYRB_ECOLI,P04693,EG11040,397,tyrB,b4054, JW4014
mdtO,Multidrug resistance protein MdtO,MDTO_ECOLI,P32715,EG11953,683,mdtO; yjcQ,b4081, JW4042
phnO,Aminoalkylphosphonate N-acetyltransferase,PHNO_ECOLI,P16691,EG10724,144,phnO,b4093, JW4054
phnM,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,PHNM_ECOLI,P16689,EG10722,378,phnM,b4095, JW4056
epmB,"L-lysine 2,3-aminomutase",EPMB_ECOLI,P39280,EG12473,342,epmB; yjeK,b4146, JW4106
ulaG,putative L-ascorbate-6-phosphate lactonase UlaG,ULAG_ECOLI,P39300,EG12492,354,ulaG; yjfR,b4192, JW5868
rraB,Regulator of ribonuclease activity B,RRAB_ECOLI,P0AF90,EG12453,138,rraB; yjgD,b4255, JW4212
yjhB,Putative metabolite transport protein YjhB,YJHB_ECOLI,P39352,EG12544,405,yjhB,b4279, JW5768
yjjX,Non-canonical purine NTP phosphatase,NCPP_ECOLI,P39411,EG12600,170,yjjX,b4394, JW5801
ftsK,DNA translocase FtsK,FTSK_ECOLI,P46889,EG13226,1329,ftsK,b0890, JW0873
hemF,Oxygen-dependent coproporphyrinogen-III oxidase,HEM6_ECOLI,P36553,EG12189,299,hemF,b2436, JW2429
dsbG,Thiol:disulfide interchange protein DsbG,DSBG_ECOLI,P77202,EG13535,248,dsbG; ybdP,b0604, JW0597
pdxA,4-hydroxythreonine-4-phosphate dehydrogenase,PDXA_ECOLI,P19624,EG10691,329,pdxA,b0052, JW0051
djlA,Co-chaperone protein DjlA,DJLA_ECOLI,P31680,EG11570,271,djlA; yabH,b0055, JW0054
gcd,Quinoprotein glucose dehydrogenase,DHG_ECOLI,P15877,EG10369,796,gcd,b0124, JW0120
hpt,Hypoxanthine phosphoribosyltransferase,HPRT_ECOLI,P0A9M2,EG20098,178,hpt,b0125, JW5009
dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,DXR_ECOLI,P45568,EG12715,398,dxr; ispC; yaeM,b0173, JW0168
bamA,Outer membrane protein assembly factor BamA,BAMA_ECOLI,P0A940,EG12676,810,bamA; yaeT; yzzN; yzzY,b0177, JW0172
rof,Protein rof,ROF_ECOLI,P0AFW8,EG13221,84,rof; yaeO,b0189, JW0184
yaeQ,putative protein YaeQ,YAEQ_ECOLI,P0AA97,EG13223,181,yaeQ,b0190, JW0186
arfB,Peptidyl-tRNA hydrolase ArfB,ARFB_ECOLI,P40711,EG12354,140,arfB; yaeJ,b0191, JW0187
yafV,Omega-amidase YafV,YAFV_ECOLI,Q47679,EG13334,256,yafV,b0219, JW5019
araJ,Putative transporter AraJ,ARAJ_ECOLI,P23910,EG10060,394,araJ,b0396, JW0386
malZ,Maltodextrin glucosidase,MALZ_ECOLI,P21517,EG10565,604,malZ,b0403, JW0393
acpH,Acyl carrier protein phosphodiesterase,ACPH_ECOLI,P21515,EG11095,193,acpH; yajB,b0404, JW0394
tsx,Nucleoside-specific channel-forming protein Tsx,TSX_ECOLI,P0A927,EG11035,294,tsx; nupA,b0411, JW0401
ybaA,putative protein YbaA,YBAA_ECOLI,P0AAQ6,EG11099,117,ybaA,b0456, JW0445
fepG,Ferric enterobactin transport system permease protein FepG,FEPG_ECOLI,P23877,EG10298,330,fepG,b0589, JW0581
ybdL,Methionine aminotransferase,YBDL_ECOLI,P77806,EG13531,386,ybdL,b0600, JW0593
cydA,Cytochrome bd-I ubiquinol oxidase subunit 1,CYDA_ECOLI,P0ABJ9,EG10173,522,cydA; cyd-1,b0733, JW0722
bioA,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,BIOA_ECOLI,P12995,EG10117,429,bioA,b0774, JW0757
mcbA,putative protein McbA,MCBA_ECOLI,P0AAX6,EG13318,86,mcbA; ybiM,b0806, JW5106
rlmF,Ribosomal RNA large subunit methyltransferase F,RLMF_ECOLI,P75782,EG13319,308,rlmF; ybiN,b0807, JW5107
ybiR,Inner membrane protein YbiR,YBIR_ECOLI,P75788,EG13323,372,ybiR,b0818, JW0802
ybiV,Sugar phosphatase YbiV,SUPH_ECOLI,P75792,EG13327,271,ybiV; supH,b0822, JW0806
ybjI,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,YBJI_ECOLI,P75809,EG13678,271,ybjI,b0844, JW5113
grxA,Glutaredoxin 1,GLRX1_ECOLI,P68688,EG10417,85,grxA; grx,b0849, JW0833
nfsA,Oxygen-insensitive NADPH nitroreductase,NFSA_ECOLI,P17117,EG11261,240,nfsA; mda18; mdaA; ybjB,b0851, JW0835
rlmC,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,RLMC_ECOLI,P75817,EG13427,375,rlmC; rumB; ybjF,b0859, JW0843
lysO,Lysine exporter LysO,LYSO_ECOLI,P75826,EG13426,299,lysO; ybjE,b0874, JW0858
ycaC,putative hydrolase YcaC,YCAC_ECOLI,P21367,EG11241,208,ycaC,b0897, JW0880
pflA,Pyruvate formate-lyase 1-activating enzyme,PFLA_ECOLI,P0A9N4,EG10028,246,pflA; act,b0902, JW0885
ycaL,putative metalloprotease YcaL,YCAL_ECOLI,P43674,EG13133,254,ycaL,b0909, JW0892
mukB,Chromosome partition protein MukB,MUKB_ECOLI,P22523,EG10618,1486,mukB,b0924, JW0907
ssuD,Alkanesulfonate monooxygenase,SSUD_ECOLI,P80645,EG13706,381,ssuD; ycbN,b0935, JW0918
mgsA,Methylglyoxal synthase,MGSA_ECOLI,P0A731,EG12307,152,mgsA; yccG,b0963, JW5129
torT,Periplasmic protein TorT,TORT_ECOLI,P38683,EG12616,342,torT; yccH,b0994, JW0979
rutF,FMN reductase (NADH) RutF,RUTF_ECOLI,P75893,EG13854,164,rutF; ycdH,b1007, JW5138
rutD,Putative aminoacrylate hydrolase RutD,RUTD_ECOLI,P75895,EG13856,266,rutD; ycdJ,b1009, JW0994
phoH,Protein PhoH,PHOH_ECOLI,P0A9K1,EG11734,354,phoH; psiH,b1020, JW1005
rne,Ribonuclease E,RNE_ECOLI,P21513,EG10859,1061,rne; ams; hmp1,b1084, JW1071
thiK,Thiamine kinase,THIK_ECOLI,P75948,EG13432,274,thiK; ycfN,b1106, JW1092
comR,HTH-type transcriptional repressor ComR,COMR_ECOLI,P75952,EG13435,210,comR; ycfQ,b1111, JW5159
pliG,Inhibitor of g-type lysozyme,PLIG_ECOLI,P76002,EG13892,133,pliG; ycgK,b1178, JW1167
hemA,Glutamyl-tRNA reductase,HEM1_ECOLI,P0A6X1,EG10427,418,hemA,b1210, JW1201
ychQ,Protein YchQ,SIRB2_ECOLI,Q46755,EG14293,130,ychQ; sirB2,b1213, JW1204
narK,Nitrate/nitrite transporter NarK,NARK_ECOLI,P10903,EG10642,463,narK,b1223, JW1214
oppB,Oligopeptide transport system permease protein OppB,OPPB_ECOLI,P0AFH2,EG10675,306,oppB,b1244, JW1236
acnA,Aconitate hydratase A,ACNA_ECOLI,P25516,EG11325,891,acnA; acn,b1276, JW1268
pyrF,Orotidine 5'-phosphate decarboxylase,PYRF_ECOLI,P08244,EG10809,245,pyrF,b1281, JW1273
ogt,Methylated-DNA--protein-cysteine methyltransferase,OGT_ECOLI,P0AFH0,EG10668,171,ogt,b1335, JW1329
malI,Maltose regulon regulatory protein MalI,MALI_ECOLI,P18811,EG10557,342,malI,b1620, JW1612
malY,Protein MalY,MALY_ECOLI,P23256,EG10564,390,malY,b1622, JW1614
tyrS,Tyrosine--tRNA ligase,SYY_ECOLI,P0AGJ9,EG11043,424,tyrS,b1637, JW1629
nemR,HTH-type transcriptional repressor NemR,NEMR_ECOLI,P67430,EG13947,199,nemR; ydhM,b1649, JW5874
btuE,Thioredoxin/glutathione peroxidase BtuE,BTUE_ECOLI,P06610,EG10129,183,btuE,b1710, JW1700
astC,Succinylornithine transaminase,ASTC_ECOLI,P77581,EG13999,406,astC; argM; cstC; ydjW,b1748, JW1737
pncA,Nicotinamidase,PNCA_ECOLI,P21369,EG11135,213,pncA; nam; ydjB,b1768, JW1757
rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase,RLMA_ECOLI,P36999,EG12207,269,rlmA; rrmA; yebH,b1822, JW1811
yebF,Protein YebF,YEBF_ECOLI,P33219,EG11807,118,yebF,b1847, JW1836
nudB,Dihydroneopterin triphosphate diphosphatase,NUDB_ECOLI,P0AFC0,EG11138,150,nudB; ntpA,b1865, JW1854
yecM,Protein YecM,YECM_ECOLI,P52007,EG13405,188,yecM; yecL,b1875, JW5309
uvrC,UvrABC system protein C,UVRC_ECOLI,P0A8G0,EG11063,610,uvrC,b1913, JW1898
dacD,D-alanyl-D-alanine carboxypeptidase DacD,DACD_ECOLI,P33013,EG11893,388,dacD; phsE; yeeC,b2010, JW5329
sbcB,Exodeoxyribonuclease I,EX1_ECOLI,P04995,EG10926,475,sbcB; cpeA; xonA,b2011, JW1993
plaP,Low-affinity putrescine importer PlaP,PLAP_ECOLI,P0AA47,EG11896,452,plaP; yeeF,b2014, JW5330
yehW,Glycine betaine uptake system permease protein YehW,YEHW_ECOLI,P33359,EG12009,243,yehW,b2128, JW2116
yehY,Glycine betaine uptake system permease protein YehY,YEHY_ECOLI,P33361,EG12011,385,yehY,b2130, JW2118
yeiL,Regulatory protein YeiL,YEIL_ECOLI,P0A9E9,EG12031,219,yeiL; nsr,b2163, JW2150
ccmC,Heme exporter protein C,CCMC_ECOLI,P0ABM1,EG12057,245,ccmC; yejT; yejU,b2199, JW2187
ais,Lipopolysaccharide core heptose(II)-phosphate phosphatase,AIS_ECOLI,P45565,EG13155,200,ais; pmrG,b2252, JW2246
arnE,putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,ARNE_ECOLI,Q47377,EG14344,111,arnE; pmrL; yfbW,b4544, JW2252
ackA,Acetate kinase,ACKA_ECOLI,P0A6A3,EG10027,400,ackA; ack,b2296, JW2293
dedA,Protein DedA,DEDA_ECOLI,P0ABP6,EG10216,219,dedA,b2317, JW2314
epmC,Elongation factor P hydroxylase,EPMC_ECOLI,P76938,EG14116,182,epmC; yfcM,b2326, JW5381
fadJ,Fatty acid oxidation complex subunit alpha,FADJ_ECOLI,P77399,EG14127,714,fadJ; yfcX,b2341, JW2338
eutL,Ethanolamine utilization protein EutL,EUTL_ECOLI,P76541,EG14171,219,eutL; yffJ,b2439, JW2432
eutB,Ethanolamine ammonia-lyase heavy chain,EUTB_ECOLI,P0AEJ6,EG50006,453,eutB,b2441, JW2434
eutM,Ethanolamine utilization protein EutM,EUTM_ECOLI,P0ABF4,EG14187,97,eutM; cchA; yffZ,b2457, JW2441
eutD,Ethanolamine utilization protein EutD,EUTD_ECOLI,P77218,EG14188,338,eutD; eutI; ypfA,b2458, JW2442
nudK,GDP-mannose pyrophosphatase NudK,NUDK_ECOLI,P37128,EG12410,191,nudK; yffH,b2467, JW2451
acpS,Holo-[acyl-carrier-protein] synthase,ACPS_ECOLI,P24224,EG10247,126,acpS; dpj,b2563, JW2547
yfiF,putative tRNA/rRNA methyltransferase YfiF,YFIF_ECOLI,P0AGJ5,EG11786,345,yfiF,b2581, JW2565
trmD,tRNA (guanine-N(1)-)-methyltransferase,TRMD_ECOLI,P0A873,EG11023,255,trmD,b2607, JW2588
gabD,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,GABD_ECOLI,P25526,EG11329,482,gabD,b2661, JW2636
gabT,4-aminobutyrate aminotransferase GabT,GABT_ECOLI,P22256,EG10361,426,gabT,b2662, JW2637
nrdI,Protein NrdI,NRDI_ECOLI,P0A772,EG13287,136,nrdI; ygaO,b2674, JW2649
nrdE,Ribonucleoside-diphosphate reductase 2 subunit alpha,RIR3_ECOLI,P39452,EG20257,714,nrdE,b2675, JW2650
pcm,Protein-L-isoaspartate O-methyltransferase,PIMT_ECOLI,P0A7A5,EG10689,208,pcm,b2743, JW2713
ygcP,putative protein YgcP,YGCP_ECOLI,Q46906,EG13123,191,ygcP,b2768, JW2738
relA,GTP pyrophosphokinase,RELA_ECOLI,P0AG20,EG10835,744,relA,b2784, JW2755
truC,tRNA pseudouridine synthase C,TRUC_ECOLI,P0AA41,EG13171,260,truC; yqcB,b2791, JW2762
yqcC,putative protein YqcC,YQCC_ECOLI,Q46919,EG13172,109,yqcC,b2792, JW2763
queF,NADPH-dependent 7-cyano-7-deazaguanine reductase,QUEF_ECOLI,Q46920,EG13173,282,queF; yqcD,b2794, JW2765
ygdG,Flap endonuclease Xni,XNI_ECOLI,P38506,EG12372,251,ygdG; exo; xni,b2798, JW5446
amiC,N-acetylmuramoyl-L-alanine amidase AmiC,AMIC_ECOLI,P63883,EG13086,417,amiC; ygdN,b2817, JW5449
ygfK,Putative oxidoreductase YgfK,YGFK_ECOLI,Q46811,EG13061,1032,ygfK,b2878, JW5923
ubiI,2-octaprenylphenol hydroxylase,UBII_ECOLI,P25535,EG11333,400,ubiI; visC,b2906, JW2874
loiP,Metalloprotease LoiP,LOIP_ECOLI,P25894,EG11291,252,loiP; yggG,b2936, JW2903
nupG,Nucleoside permease NupG,NUPG_ECOLI,P0AFF4,EG10664,418,nupG,b2964, JW2932
ydfK,putative membrane protein YdfK,YDFK_ECOLI,P76154,EG13823,77,ydfK,b1544, JW1537
hybO,Hydrogenase-2 small chain,MBHT_ECOLI,P69741,EG13006,372,hybO; yghV,b2997, JW2965
ftsP,Cell division protein FtsP,FTSP_ECOLI,P26648,EG11376,470,ftsP; sufI,b3017, JW2985
yqiJ,Inner membrane protein YqiJ,YQIJ_ECOLI,P76657,EG14231,209,yqiJ,b3050, JW3022
rpoD,RNA polymerase sigma factor RpoD,RPOD_ECOLI,P00579,EG10896,613,rpoD; alt,b3067, JW3039
yqjH,NADPH-dependent ferric-chelate reductase,YQJH_ECOLI,Q46871,EG12953,254,yqjH,b3070, JW3041
aer,Aerotaxis receptor,AER_ECOLI,P50466,EG12955,506,aer; air; yqjJ,b3072, JW3043
yrbG,Inner membrane protein YrbG,YRBG_ECOLI,P45394,EG12802,325,yrbG,b3196, JW3163
ptsO,Phosphocarrier protein NPr,PTSO_ECOLI,P0A9N0,EG12147,90,ptsO; npr; rpoR; yhbK,b3206, JW3173
arcB,Aerobic respiration control sensor protein ArcB,ARCB_ECOLI,P0AEC3,EG10062,778,arcB,b3210, JW5536
zapE,Cell division protein ZapE,ZAPE_ECOLI,P64612,EG12819,375,zapE; yhcM,b3232, JW3201
yhdE,Maf-like protein YhdE,YHDE_ECOLI,P25536,EG11298,197,yhdE,b3248, JW3217
fmt,Methionyl-tRNA formyltransferase,FMT_ECOLI,P23882,EG11268,315,fmt; yhdD,b3288, JW3249
rplE,50S ribosomal protein L5,RL5_ECOLI,P62399,EG10868,179,rplE,b3308, JW3270
tusC,Protein TusC,TUSC_ECOLI,P45531,EG12897,119,tusC; yheM,b3344, JW3306
dctR,HTH-type transcriptional regulator DctR,DCTR_ECOLI,P37195,EG11889,176,dctR; yhiF,b3507, JW3475
gadE,Transcriptional regulator GadE,GADE_ECOLI,P63204,EG11544,175,gadE; yhiE; yhiT,b3512, JW3480
gadW,HTH-type transcriptional regulator GadW,GADW_ECOLI,P63201,EG12242,242,gadW; yhiW,b3515, JW3483
yibL,putative protein YibL,YIBL_ECOLI,P0ADK8,EG11964,120,yibL,b3602, JW3577
nepI,Purine ribonucleoside efflux pump NepI,NEPI_ECOLI,P0ADL1,EG11689,396,nepI; yicM,b3662, JW5938
chrR,Quinone reductase,CHRR_ECOLI,P0AGE6,EG11723,188,chrR; yieF,b3713, JW3691
atpA,ATP synthase subunit alpha,ATPA_ECOLI,P0ABB0,EG10098,513,atpA; papA; uncA,b3734, JW3712
gppA,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",GPPA_ECOLI,P25552,EG10413,494,gppA; gpp,b3779, JW5603
wecF,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,WECF_ECOLI,P56258,EG14320,359,wecF; rffT; yifM,b4481, JW5596
rhtB,Homoserine/homoserine lactone efflux protein,RHTB_ECOLI,P0AG34,EG11469,206,rhtB; yigK,b3824, JW5585
yihG,putative acyltransferase YihG,YIHG_ECOLI,P32129,EG11833,310,yihG,b3862, JW3834
polA,DNA polymerase I,DPO1_ECOLI,P00582,EG10746,928,polA; resA,b3863, JW3835
cdh,CDP-diacylglycerol pyrophosphatase,CDH_ECOLI,P06282,EG10138,251,cdh,b3918, JW3889
glpF,Glycerol uptake facilitator protein,GLPF_ECOLI,P0AER0,EG10396,281,glpF,b3927, JW3898
cytR,HTH-type transcriptional repressor CytR,CYTR_ECOLI,P0ACN7,EG10200,341,cytR,b3934, JW3905
murB,UDP-N-acetylenolpyruvoylglucosamine reductase,MURB_ECOLI,P08373,EG11205,342,murB; yijB,b3972, JW3940
thiH,2-iminoacetate synthase,THIH_ECOLI,P30140,EG11590,377,thiH,b3990, JW3953
thiG,Thiazole synthase,THIG_ECOLI,P30139,EG11589,256,thiG,b3991, JW5549
zraR,Transcriptional regulatory protein ZraR,ZRAR_ECOLI,P14375,EG10482,441,zraR; hydG,b4004, JW3968
lamB,Maltoporin,LAMB_ECOLI,P02943,EG10528,446,lamB; malB,b4036, JW3996
nrfB,Cytochrome c-type protein NrfB,NRFB_ECOLI,P0ABL1,EG11945,188,nrfB; yjcI,b4071, JW4032
phnL,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL,PHNL_ECOLI,P16679,EG10721,226,phnL,b4096, JW4057
phnJ,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase,PHNJ_ECOLI,P16688,EG10719,281,phnJ,b4098, JW4059
phnE,Phosphate-import permease protein PhnE,PHNE2_ECOLI,P0DP70,EG11283,122,phnE; phnE2,b4103, JW4065
dcuB,Anaerobic C4-dicarboxylate transporter DcuB,DCUB_ECOLI,P0ABN9,EG10006,446,dcuB; genF,b4123, JW4084
dcuS,Sensor histidine kinase DcuS,DCUS_ECOLI,P0AEC8,EG12465,543,dcuS; yjdH,b4125, JW4086
yjeM,Inner membrane transporter YjeM,YJEM_ECOLI,P39282,EG12475,500,yjeM,b4156, JW5739
ulaB,Ascorbate-specific PTS system EIIB component,ULAB_ECOLI,P69822,EG12494,101,ulaB; sgaB; yjfT,b4194, JW4152
ulaF,L-ribulose-5-phosphate 4-epimerase UlaF,ULAF_ECOLI,P39306,EG12498,228,ulaF; sgaE; yjfX,b4198, JW4156
cpdB,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase",CPDB_ECOLI,P08331,EG10160,647,cpdB,b4213, JW4171
dnaT,Primosomal protein 1,DNAT_ECOLI,P0A8J2,EG10244,179,dnaT,b4362, JW4326
yjjQ,Putative transcription factor YjjQ,YJJQ_ECOLI,P0ADD7,EG12593,241,yjjQ,b4365, JW4329
deoA,Thymidine phosphorylase,TYPH_ECOLI,P07650,EG10219,440,deoA; tpp; ttg,b4382, JW4345
creB,Transcriptional regulatory protein CreB,CREB_ECOLI,P08368,EG11218,229,creB; yjjE,b4398, JW4361
chaC,Glutathione-specific gamma-glutamylcyclotransferase,CHAC_ECOLI,P39163,EG12403,231,chaC,b1218, JW1209
dusC,tRNA-dihydrouridine(16) synthase,DUSC_ECOLI,P33371,EG12022,315,dusC; yohI,b2140, JW2128
mfd,Transcription-repair-coupling factor,MFD_ECOLI,P30958,EG11619,1148,mfd,b1114, JW1100
rbn,Ribonuclease BN,RBN_ECOLI,P0A8V0,EG14260,305,rbn; elaC; rnz,b2268, JW2263
hemX,Protein HemX,HEMX_ECOLI,P09127,EG10433,393,hemX,b3803, JW3775
lnt,Apolipoprotein N-acyltransferase,LNT_ECOLI,P23930,EG10168,512,lnt; cutE,b0657, JW0654
fepA,Ferrienterobactin receptor,FEPA_ECOLI,P05825,EG10293,746,fepA; fep; feuB,b0584, JW5086
erfK,"putative L,D-transpeptidase ErfK/SrfK",ERFK_ECOLI,P39176,EG12682,310,erfK; yeeG; yzzT,b1990, JW1968
ygeW,Putative carbamoyltransferase YgeW,YGEW_ECOLI,Q46803,EG13053,396,ygeW,b2870, JW5463
wzyE,putative ECA polymerase,WZYE_ECOLI,P27835,EG11457,450,wzyE; wzy,b3793, JW3769
ribF,Riboflavin biosynthesis protein RibF,RIBF_ECOLI,P0AG40,EG11079,313,ribF; yaaC,b0025, JW0023
ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ISPH_ECOLI,P62623,EG11081,316,ispH; lytB; yaaE,b0029, JW0027
folA,Dihydrofolate reductase,DYR_ECOLI,P0ABQ4,EG10326,159,folA; tmrA,b0048, JW0047
lptD,LPS-assembly protein LptD,LPTD_ECOLI,P31554,EG11569,784,lptD; imp; ostA; yabG,b0054, JW0053
rapA,RNA polymerase-associated protein RapA,RAPA_ECOLI,P60240,EG11083,968,rapA; hepA; yabA,b0059, JW0058
cra,Catabolite repressor/activator,CRA_ECOLI,P0ACP1,EG10338,334,cra; fruC; fruR; shl,b0080, JW0078
secM,Secretion monitor,SECM_ECOLI,P62395,EG11087,170,secM; srrA; yacA,b0097, JW5007
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",AMPD_ECOLI,P13016,EG10041,183,ampD,b0110, JW0106
ampE,Protein AmpE,AMPE_ECOLI,P0AE14,EG10042,284,ampE,b0111, JW0107
panC,Pantothenate synthetase,PANC_ECOLI,P31663,EG11746,283,panC,b0133, JW0129
thpR,"RNA 2',3'-cyclic phosphodiesterase",THPR_ECOLI,P37025,EG12330,176,thpR; ligT; yadP,b0147, JW5011
clcA,H(+)/Cl(-) exchange transporter ClcA,CLCA_ECOLI,P37019,EG12331,473,clcA; eriC; yadQ,b0155, JW5012
btuF,Vitamin B12-binding protein,BTUF_ECOLI,P37028,EG12334,266,btuF; yadT,b0158, JW0154
fabZ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,FABZ_ECOLI,P0A6Q6,EG11284,151,fabZ; sefA; yaeA,b0180, JW0175
rnhB,Ribonuclease HII,RNH2_ECOLI,P10442,EG10861,198,rnhB,b0183, JW0178
dkgB,"2,5-diketo-D-gluconic acid reductase B",DKGB_ECOLI,P30863,EG11648,267,dkgB; yafB,b0207, JW0197
ivy,Inhibitor of vertebrate lysozyme,IVY_ECOLI,P0AD59,EG13547,157,ivy; ykfE,b0220, JW0210
fadE,Acyl-coenzyme A dehydrogenase,FADE_ECOLI,Q47146,EG13145,814,fadE; yafH,b0221, JW5020
pepD,Cytosol non-specific dipeptidase,PEPD_ECOLI,P15288,EG10695,485,pepD; pepH,b0237, JW0227
rdgC,Recombination-associated protein RdgC,RDGC_ECOLI,P36767,EG12158,303,rdgC; yaiD,b0393, JW0384
cyoD,Cytochrome bo(3) ubiquinol oxidase subunit 4,CYOD_ECOLI,P0ABJ6,EG10181,109,cyoD,b0429, JW0419
clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,CLPX_ECOLI,P0A6H1,EG10159,424,clpX; lopC,b0438, JW0428
fadM,Long-chain acyl-CoA thioesterase FadM,FADM_ECOLI,P77712,EG13251,132,fadM; tesC; ybaW,b0443, JW0433
ybaY,putative lipoprotein YbaY,YBAY_ECOLI,P77717,EG13253,190,ybaY,b0453, JW0443
acrA,Multidrug efflux pump subunit AcrA,ACRA_ECOLI,P0AE06,EG11703,397,acrA; lir; mtcA,b0463, JW0452
ybaN,Inner membrane protein YbaN,YBAN_ECOLI,P0AAR5,EG12843,125,ybaN,b0468, JW0457
ybaB,Nucleoid-associated protein YbaB,YBAB_ECOLI,P0A8B5,EG11100,109,ybaB,b0471, JW0460
adk,Adenylate kinase,KAD_ECOLI,P69441,EG10032,214,adk; dnaW; plsA,b0474, JW0463
cueR,HTH-type transcriptional regulator CueR,CUER_ECOLI,P0A9G4,EG13256,135,cueR; copR; ybbI,b0487, JW0476
fetA,putative iron export ATP-binding protein FetA,FETA_ECOLI,P77279,EG13259,225,fetA; ybbL,b0490, JW0479
purK,N5-carboxyaminoimidazole ribonucleotide synthase,PURK_ECOLI,P09029,EG10796,355,purK,b0522, JW0511
folD,Bifunctional protein FolD protein,FOLD_ECOLI,P24186,EG10328,288,folD; ads,b0529, JW0518
hcxA,Hydroxycarboxylate dehydrogenase A,HCXA_ECOLI,P45579,EG12692,362,hcxA; ybdH,b0599, JW0592
uspG,Universal stress protein UP12,USPG_ECOLI,P39177,EG12683,142,uspG; ybdQ; yzzU,b0607, JW0600
